L_CR_1h_10kWh,L_CR_1h_20kWh,L_CR_1h_30kWh,L_CR_1h_40kWh,L_CR_1h_50kWh,L_CR_1h_5kWh
522.99,974.46,1381.23,1644.96,2033.85,252.555
518.7,819,1419.6,1983.8,2229.5,220.675
447.45,866.64,1695.6,2260.8,2661.15,261.405
525.42,924.35,1313.55,1790.32,2700.075,231.0875
440.86,1050.56,1308.51,2213.68,2133.95,283.745
549,841.8,1290.15,1720.2,2058.75,272.2125
397.32,1074.57,1327.41,1535.1,1918.875,248.325
522.99,965.52,1153.26,1859.52,2235,205.62
396.9,802.62,1296.54,2063.88,1984.5,196.245
453.5,934.21,1346.895,1977.26,2176.8,231.285
558.785,989,1260.975,2215.36,2596.125,224.9975
594.11,834.7,1620.3,2081.84,2209.5,247.955
414.24,733.55,1229.775,1622.44,2481.125,209.2775
352.82,897.39,1288.56,1687.4,2262.65,216.6775
373.14,711.73,1129.785,1354.36,1848.425,188.2975
302.4,762.3,1105.65,1310.4,1496.25,170.1
330.6,533.6,896.1,1148.4,1537,134.85
312.465,501.07,937.395,1092.22,1393.425,130.8975
334.53,623.7,807.975,1145.34,1502.55,134.6625
272.09,592.02,1040.52,1160.12,1599.65,143.52
298.8,783.52,966.12,1142.08,1709.8,187.58
357.2,752,1353.6,1458.88,1786,176.72
474.925,792.85,1189.275,1381.6,1962.5,202.1375
381.34,762.68,1330.545,1641.42,2362.65,176.1625
469.35,938.7,1327.59,2091.96,2033.85,214.56
414.05,1046.5,1283.1,2165.8,2661.75,213.85
414.48,998.52,1709.73,1902.84,2143.05,280.245
505.96,1002.19,1255.17,1868.16,2456.825,206.7625
539.35,947.38,1674.33,1894.76,2040.15,262.64
535.275,969.9,1386.225,1958.1,2722.125,253.9125
415.38,866.88,1571.22,1589.28,2054.325,232.5225
411.24,1072.8,1528.74,1555.56,2279.7,210.09
441,1058.4,1177.47,1869.84,2116.8,264.6
485.245,1070.26,1333.29,1777.72,2562.275,204.075
489.555,880.21,1706.025,1898.88,2249.975,227.47
417.35,1109.66,1693.95,1944.36,2430.45,211.13
418.555,1018.34,1126.215,1933.12,2071.2,211.435
410.345,874.38,1185.015,1810.12,1821.625,209.0075
317.86,732.46,995.04,1478.74,1779.325,183.115
299.25,743.4,822.15,1461.6,1685.25,163.8
342.2,655.4,800.4,1171.6,1290.5,169.65
284.315,602.41,895.17,1047.18,1337.125,129.49
266.49,567,850.5,1270.08,1516.725,144.585
301.99,526.24,816.27,1339.52,1764.1,173.42
322.04,790.16,886.44,1195.2,1909,156.04
334.64,691.84,1116.72,1368.64,1861.2,176.72
459.225,808.55,1307.025,1679.9,1785.875,192.325
410.355,804.13,1069.41,1807.22,1968.875,211.395
388.89,804.6,1367.82,1788,2637.3,194.445
518.7,891.8,1392.3,1638,2297.75,245.7
536.94,857.22,1215.18,1676.76,2095.95,202.53
442.715,1050.84,1765.995,1926.54,2943.325,282.17
529.97,966.14,1392.93,1632.12,2110.5,215.74
402.6,997.35,1592.1,1665.3,1967.25,212.7375
546.315,803.67,1300.32,2094.96,2144.625,221.235
487.23,1001.28,1180.08,1841.64,1944.45,194.445
507.15,1058.4,1177.47,1675.8,2403.45,246.96
462.57,1006.77,1224.45,1995.4,2176.8,238.0875
539.005,1167.02,1691.19,2215.36,2348.875,229.9425
579.38,1188.22,1266.78,2042.56,2946,223.405
483.28,957.93,1268.61,1777.78,2524.275,215.75
337.48,905.06,1035.45,1794.78,2070.9,174.4925
307.495,836.11,953.58,1492.56,2003.9,209.0275
311.85,693,888.3,1423.8,1779.75,185.85
321.9,539.4,739.5,1357.2,1653,156.6
281.5,529.22,895.17,1013.4,1660.85,170.3075
331.695,640.71,935.55,986.58,1460.025,171.5175
296.01,711.62,1031.55,1196,1629.55,128.57
391.76,750.32,1125.48,1274.88,1593.6,149.4
349.68,872.32,1229.52,1624.32,1654.4,219.96
388.575,902.75,1413,1648.5,2021.375,188.4
431.08,936.77,1081.845,1691.16,2010.325,192.7425
473.82,1037.04,1582.38,2038.32,2369.1,216.795
450.45,873.6,1337.7,1838.2,2275,193.375
532.23,989.1,1427.13,2147.76,2802.45,235.5
549.745,1177.33,1503.285,1926.54,2773.05,248.115
567.49,825.44,1350.72,1688.4,2415.35,234.5
411.75,1043.1,1180.35,1647,2470.5,253.9125
410.865,830.76,1408.68,1679.58,2054.325,203.175
429.12,929.76,1247.13,1609.2,1899.75,194.445
463.05,1014.3,1137.78,1975.68,2359.35,260.19
498.85,870.72,1646.205,2013.54,2675.65,269.8325
430.215,1186.8,1572.51,2373.6,2620.85,259.6125
589.2,1080.2,1340.43,2199.68,2602.3,230.77
504.855,906.15,1216.83,1933.12,2437.975,245.955
433.355,851.37,1081.47,1641.38,1879.15,184.08
348.955,711.73,1067.595,1271.44,1675.675,167.5675
277.2,541.8,1105.65,1486.8,1732.5,184.275
263.9,597.4,800.4,1171.6,1667.5,168.2
326.54,495.44,734.715,1114.74,1548.25,164.6775
320.355,498.96,927.045,1077.3,1403.325,153.09
352.82,586.04,968.76,1279.72,1659.45,149.5
318.72,756.96,1155.36,1567.04,1593.6,192.56
454.96,684.32,970.08,1579.2,2256,186.12
353.25,894.9,1236.375,1570,1746.625,168.775
484.965,911.9,1318.11,1658,2424.825,213.4675
496.17,885.06,1327.59,1877.4,2346.75,227.97
459.55,973.7,1569.75,1729,2457,236.6
400.35,1092.72,1610.82,2091.24,2048.85,263.76
496.23,836.78,1269.765,2315.74,2578.45,218.925
515.9,1041.18,1702.47,2138.64,2274.65,262.64
535.275,832.65,1619.55,1720.2,2035.875,208.1625
428.925,948.15,1638.945,2022.72,2347.8,209.9475
447,983.4,1381.23,1716.48,1966.8,252.555
396.9,793.8,1296.54,2081.52,2668.05,213.885
485.245,870.72,1197.24,2176.8,2358.2,256.2275
484.61,998.89,1795.035,2334.04,2200.525,257.14
515.55,913.26,1635.03,2140.76,2283.15,267.595
405.61,966.56,1268.61,1587.92,2351.675,192.0175
429.52,659.62,1311.57,1672.06,1955.85,209.0075
348.955,760.1,1243.8,1658.4,1692.95,146.8375
359.1,611.1,982.8,1423.8,1433.25,177.975
275.5,510.4,765.6,1380.4,1319.5,131.95
301.205,489.81,1004.955,1193.56,1534.175,161.8625
292.005,561.33,961.065,1122.66,1247.4,167.265
349.83,675.74,977.73,1172.08,1539.85,167.44
355.24,610.88,1195.2,1553.76,1411,166
360.96,902.4,1173.12,1579.2,2105.6,172.96
384.65,745.75,1165.725,1617.1,2060.625,206.0625
460.095,1003.09,1218.63,1658,1844.525,244.555
469.35,938.7,1555.56,1823.76,2614.95,230.205
464.1,773.5,1583.4,2020.2,2388.75,193.375
518.1,1120.98,1610.82,1752.12,2425.65,221.37
437.85,1002.19,1722.21,2276.82,2456.825,291.9
464.31,947.38,1266.3,1650.88,2063.6,215.74
439.2,951.6,1194.075,1665.3,2653.5,240.1875
546.315,1092.63,1313.865,1715.7,2076.9,261.87
514.05,885.06,1461.69,1537.68,2078.55,241.38
423.36,943.74,1494.99,1834.56,2447.55,200.655
539.665,825.37,1605.39,1632.6,2312.85,204.075
440.105,989,1438.995,1859.32,2101.625,291.755
495.91,913.26,1325.7,2003.28,2823.25,250.41
448.76,1035.6,1281.555,1467.1,2179.075,261.0575
329.81,782.34,1231.035,1503.32,1744.925,182.1625
352.41,808.47,1160.88,1271.44,1813.875,205.5725
311.85,585.9,1143.45,1524.6,1716.75,157.5
310.3,574.2,870,1020.8,1247,140.65
295.575,641.82,1004.955,1328.68,1266.75,119.6375
269.325,584.01,807.975,1054.62,1686.825,124.74
337.87,663.78,941.85,1076.4,1719.25,171.925
398.4,564.4,1145.4,1381.12,1560.4,187.58
447.44,827.2,1128,1398.72,1880,223.72
463.15,706.5,1106.85,1711.3,1962.5,209.9875
493.255,986.51,1081.845,1956.44,2466.275,196.8875
447,920.82,1260.54,1537.68,2413.8,243.615
509.6,819,1446.9,1692.6,2434.25,250.25
452.16,989.1,1653.21,2015.88,2355,275.535
437.85,1157.87,1430.31,2140.6,2140.6,277.305
417.41,900.48,1519.56,1876,2040.15,257.95
430.05,979.05,1303.875,2141.1,2493.375,217.3125
492.135,984.27,1340.955,1769.88,2483.25,223.4925
384.42,920.82,1568.97,1716.48,2302.05,252.555
396.9,855.54,1190.7,2099.16,2249.1,194.04
526.06,843.51,1292.475,1904.7,2222.15,219.9475
578.565,1137.35,1320.315,2096.68,2892.825,242.305
451.72,873.98,1502.46,2160.4,2626.85,225.86
379.72,1035.6,1268.61,1829.56,2006.475,220.065
429.52,759.33,1115.985,1641.38,1994.2,187.915
390.415,767.01,953.58,1506.38,2055.725,186.57
308.7,623.7,1001.7,1474.2,1716.75,154.35
258.1,643.8,756.9,1392,1566,143.55
295.575,630.56,1021.845,1013.4,1491.95,160.455
283.5,561.33,884.52,1270.08,1275.75,164.43
278.07,657.8,941.85,1363.44,1375.4,133.055
368.52,796.8,856.56,1195.2,1593.6,199.2
409.84,834.72,1263.36,1684.48,1955.2,216.2
349.325,902.75,1036.2,1899.7,1884,200.175
439.37,920.19,1293.24,1575.1,2424.825,192.7425
509.58,813.54,1408.05,1877.4,2458.5,263.73
486.85,1019.2,1569.75,1965.6,2093,254.8
423.9,838.38,1653.21,1921.68,2166.6,202.53
442.715,992.46,1328.145,2257.36,2408.175,209.195
520.59,900.48,1688.4,1932.28,1993.25,246.225
489.525,1033.95,1290.15,1939.8,2241.75,217.3125
541.8,794.64,1340.955,2113.02,2325.225,243.81
478.29,983.4,1367.82,2091.96,2682,252.555
471.87,873.18,1230.39,1499.4,2160.9,266.805
453.5,770.95,1292.475,1868.42,1972.725,272.1
514.28,949.44,1661.52,1918.66,2645.575,264.5575
446.81,913.26,1340.43,1767.6,2381.35,279.87
388.35,1026.97,1449.84,2071.2,2524.275,185.545
456.365,889.72,1231.035,1794.78,2109.25,195.585
362.775,656.45,912.12,1672.22,1744.775,177.9325
327.6,617.4,878.85,1272.6,1575,135.45
336.4,632.2,748.2,1067.2,1305,149.35
275.87,624.93,802.275,1216.08,1308.975,161.8625
303.345,686.07,790.965,1372.14,1219.05,153.09
343.85,627.9,1013.61,1088.36,1764.1,170.43
388.44,697.2,936.24,1341.28,1477.4,190.9
327.12,879.84,1071.6,1819.84,1654.4,186.12
412.125,879.2,1000.875,1444.4,2315.75,211.95
435.225,704.65,1081.845,1906.7,2072.5,194.815
420.18,840.36,1139.85,1966.8,2413.8,212.325
464.1,1092,1433.25,2002,2593.5,243.425
475.71,1092.72,1441.26,1959.36,2048.85,207.24
505.96,963.27,1313.55,2082.22,2578.45,267.575
483.07,1078.7,1238.16,2101.12,2040.15,267.33
494.1,988.2,1248.975,1738.5,2058.75,235.6125
388.29,1047.48,1164.87,2040.78,2054.325,273.1575
411.24,840.36,1461.69,1662.84,1899.75,243.615
445.41,908.46,1323,1675.8,2535.75,257.985
548.735,852.58,1278.87,1959.12,2086.1,235.82
440.105,909.88,1602.18,2096.68,2892.825,289.2825
564.65,864.16,1443.54,1905.08,2283.15,274.96
470.335,854.37,1281.555,1484.36,2416.4,237.325
371.995,674.96,1277.055,1610.7,2090.075,162.9875
383.505,621.9,1171.245,1575.48,1865.7,184.8425
374.85,585.9,1124.55,1247.4,1543.5,152.775
310.3,539.4,948.3,1090.4,1754.5,166.75
337.8,563,962.73,968.36,1294.9,152.01
331.695,606.69,961.065,1145.34,1219.05,136.08
346.84,586.04,977.73,1231.88,1435.2,133.055
355.24,617.52,876.48,1500.64,1809.4,169.32
387.28,812.16,1173.12,1594.24,2218.4,189.88
455.3,942,1236.375,1758.4,2119.5,182.5125
460.095,862.16,1318.11,1691.16,2487,230.0475
379.95,1081.74,1488.51,1698.6,2503.2,254.79
450.45,919.1,1201.2,2056.6,1956.5,261.625
532.23,1139.82,1610.82,1733.28,2755.35,226.08
476.77,1099.49,1459.5,2062.76,2262.225,216.4925
529.97,909.86,1533.63,2194.92,2298.1,199.325
480.375,896.7,1660.725,1884.9,2424.75,247.05
519.225,993.3,1273.23,2022.72,1986.6,255.0975
518.52,867.18,1582.38,1609.2,2391.45,198.915
489.51,802.62,1415.61,1940.4,2403.45,211.68
489.78,943.28,1224.45,1614.46,2358.2,249.425
459.885,840.65,1557.675,2175.8,2348.875,237.36
589.2,1031.1,1664.49,2376.44,2675.95,284.78
500.54,957.93,1398.06,1829.56,1833.875,198.49
333.645,859.04,1023.945,1380.6,2147.6,176.41
418.055,677.18,1150.515,1382,1986.625,193.48
374.85,762.3,926.1,1108.8,1401.75,163.8
348,690.2,965.7,1160,1348.5,150.8
312.465,647.45,836.055,1159.78,1224.525,157.64
286.335,612.36,969.57,1134,1304.1,147.42
340.86,699.66,914.94,1387.36,1584.7,148.005
341.96,770.24,936.24,1155.36,1427.6,180.94
424.88,774.56,992.64,1729.6,1598,219.96
341.475,667.25,1142.175,1554.3,2041,190.3625
501.545,704.65,1193.76,2006.18,1803.075,213.4675
514.05,938.7,1488.51,1555.56,2659.65,265.965
441.35,837.2,1487.85,1674.4,2639,270.725
447.45,876.06,1511.91,1978.2,2166.6,233.145
510.825,856.24,1503.285,2043.3,2870.35,265.1425
440.86,816.06,1435.14,2213.68,2579.5,250.915
494.1,979.05,1290.15,1756.8,2401.875,199.0125
514.71,848.82,1503.495,2094.96,2054.325,191.8875
531.93,831.42,1287.36,1537.68,2056.2,189.975
463.05,749.7,1428.84,2046.24,2381.4,240.345
458.035,1070.26,1306.08,1814,2607.625,197.2725
479.665,989,1528.005,2215.36,2645.575,232.415
545.01,873.98,1649.76,1669.4,2946,213.585
474.65,1026.97,1372.17,1777.78,2330.1,245.955
444.86,843.7,1069.965,1564.68,1764.1,166.8225
331.68,767.01,974.31,1520.2,1865.7,165.84
296.1,749.7,1058.4,1398.6,1653.75,187.425
304.5,562.6,1052.7,1044,1667.5,171.1
320.91,675.6,844.5,1261.12,1280.825,122.4525
300.51,498.96,722.925,1236.06,1686.825,167.265
269.1,675.74,834.21,1040.52,1300.65,158.47
292.16,571.04,1135.44,1354.56,1676.6,170.98
334.64,834.72,1195.68,1729.6,1992.8,195.52
419.975,879.2,1424.775,1334.5,1746.625,237.4625
501.545,795.84,1144.02,1575.1,1844.525,221.7575
393.36,867.18,1180.08,1716.48,2212.65,254.79
386.75,819,1446.9,1747.2,2548,207.025
456.87,989.1,1695.6,1657.92,2166.6,284.955
496.23,982.73,1663.83,2237.9,2773.05,265.1425
469,975.52,1646.19,1800.96,2626.4,199.325
494.1,869.25,1207.8,1647,2516.25,212.7375
469.56,984.27,1286.775,2149.14,1941.45,261.87
424.65,795.66,1542.15,2109.84,2346.75,263.73
454.23,829.08,1362.69,1940.4,1896.3,244.755
385.475,970.49,1482.945,1632.6,1995.4,222.215
420.325,870.32,1335.15,1859.32,2447.775,274.4475
486.09,932.9,1649.76,2278.24,2479.55,289.69
496.225,1044.23,1333.335,1898.6,2200.65,226.5375
398.84,805.35,1173.51,1718.08,2070.9,174.4925
390.415,601.17,1098.69,1589.3,1969.35,184.8425
302.4,756,935.55,1335.6,1338.75,133.875
278.4,638,991.8,1090.4,1464.5,172.55
292.76,647.45,819.165,1069.7,1689,149.195
257.985,657.72,876.015,1156.68,1275.75,138.915
310.96,663.78,1049.49,1447.16,1584.7,171.925
398.4,723.76,866.52,1527.2,1759.6,146.08
387.28,706.88,1331.04,1383.68,2199.6,204.92
427.825,824.25,1012.65,1789.8,2001.75,190.3625
410.355,994.8,1268.37,1508.78,2093.225,207.25
460.41,804.6,1206.9,1698.6,2369.1,239.145
509.6,1001,1214.85,2093,2161.25,275.275
560.49,1130.4,1667.34,2034.72,2072.4,249.63
549.745,982.73,1707.615,2335.2,2213.575,272.44
445.55,1125.6,1224.09,1951.04,2368.45,211.05
507.825,1061.4,1454.85,2031.3,2539.125,212.7375
510.195,1020.39,1625.4,2040.78,2076.9,234.78
464.88,1028.1,1153.26,2109.84,2391.45,257.025
507.15,846.72,1336.23,1993.32,2359.35,194.04
516.99,1070.26,1306.08,1578.18,2426.225,249.425
524.17,1186.8,1706.025,2057.12,2101.625,291.755
481.18,1168.58,1693.95,2356.8,2283.15,294.6
375.405,992.45,1462.785,1760.52,2265.375,196.3325
398.84,820.69,1323.075,1395.94,1821.625,205.1725
400.78,608.08,1015.77,1423.46,2021.175,176.205
321.3,711.9,1058.4,1108.8,1338.75,181.125
284.2,690.2,817.8,1264.4,1493.5,155.15
242.09,489.81,726.27,1227.34,1379.35,125.2675
249.48,493.29,807.975,1304.1,1431.675,137.4975
290.03,520.26,771.42,1339.52,1779.05,159.965
375.16,677.28,1015.92,1567.04,1494,151.06
330.88,887.36,1094.16,1488.96,1955.2,189.88
459.225,690.8,1401.225,1899.7,1805.5,211.95
476.675,920.19,1467.33,1575.1,2487,246.6275
514.05,974.46,1394.64,2038.32,2637.3,214.56
395.85,846.3,1542.45,2020.2,2707.25,195.65
438.03,1055.04,1229.31,1959.36,2731.8,214.305
535.15,924.35,1663.83,1965.46,2310.875,243.25
450.24,1106.84,1350.72,2213.68,2814,239.19
425.475,814.35,1550.925,1976.4,2424.75,240.1875
492.135,1056.51,1408.68,1914.36,2709,243.81
420.18,983.4,1381.23,1627.08,1922.1,259.26
498.33,873.18,1494.99,1675.8,2050.65,191.835
489.78,970.49,1156.425,1650.74,2358.2,217.68
494.5,870.32,1468.665,2314.26,2398.325,212.635
427.17,1148.94,1443.54,1708.68,2896.9,262.685
496.225,733.55,1165.05,1829.56,2200.65,224.38
406.51,866.71,1104.48,1610.7,1994.2,220.5125
414.6,587.35,1109.055,1451.1,1641.125,162.385
270.9,535.5,907.2,1108.8,1386,173.25
316.1,632.2,800.4,1357.2,1479,174
298.39,669.97,768.495,1306.16,1421.575,133.7125
343.035,686.07,1003.59,1088.64,1460.025,123.3225
290.03,693.68,1040.52,1016.6,1495,153.985
355.24,644.08,1095.6,1328,1942.2,159.36
364.72,729.44,981.36,1819.84,1823.6,227.48
333.625,863.5,1424.775,1381.6,2217.625,221.7625
364.76,754.39,1392.72,1939.86,2217.575,232.12
420.18,1019.16,1408.05,1788,2033.85,194.445
550.55,1001,1433.25,1838.2,2138.5,204.75
551.07,828.96,1667.34,1978.2,2213.7,211.95
428.12,1021.65,1386.525,1731.94,2116.275,272.44
464.31,956.76,1392.93,1725.92,2040.15,272.02
535.275,1079.7,1194.075,2214.3,2379,228.75
483.105,1002.33,1340.955,1860.18,2302.65,252.84
473.82,849.3,1542.15,1877.4,1899.75,241.38
454.23,793.8,1455.3,2046.24,2315.25,231.525
503.385,1097.47,1170.03,1922.84,2494.25,215.4125
598.345,1038.45,1542.84,1938.44,2324.15,212.635
510.64,982,1679.22,2081.84,2921.45,297.055
466.02,1018.34,1333.335,2002.16,2049.625,207.12
345.15,743.99,1392.105,1810.12,1859.975,197.5025
359.32,732.46,1129.785,1616.94,2038.45,184.8425
292.95,724.5,982.8,1197,1386,135.45
269.7,701.8,922.2,1322.4,1276,174
273.055,647.45,920.505,1238.6,1238.6,149.195
314.685,618.03,893.025,1281.42,1460.025,120.4875
307.97,681.72,941.85,1088.36,1345.5,139.035
282.2,717.12,1045.8,1474.08,1776.2,159.36
451.2,676.8,1150.56,1368.64,2011.6,206.8
471,777.15,1036.2,1475.8,1687.75,166.8125
385.485,978.22,1218.63,1591.68,1906.7,232.12
531.93,759.9,1394.64,1555.56,2480.85,245.85
527.8,937.3,1201.2,1565.2,2479.75,254.8
452.16,1083.3,1667.34,1865.16,2048.85,216.66
442.715,1167.6,1386.525,1712.48,2943.325,262.71
450.24,862.96,1547.7,2176.16,2720.2,234.5
521.55,777.75,1221.525,1628.7,2035.875,210.45
541.8,893.97,1489.95,1769.88,2528.4,212.205
402.3,804.6,1233.72,1823.76,2503.2,216.795
533.61,855.54,1481.76,1816.92,1940.4,244.755
426.29,1079.33,1156.425,1668.88,2584.95,226.75
509.335,919.77,1275.81,1720.86,2299.425,294.2275
564.65,893.62,1620.3,2160.4,2700.5,247.955
440.13,1018.34,1255.665,1605.18,1920.175,200.6475
452.53,705.64,1058.46,1349.92,1898.325,205.1725
373.14,753.19,1026.135,1644.58,1606.575,152.02
296.1,560.7,963.9,1512,1701,177.975
304.5,585.8,852.6,1334,1609.5,134.85
329.355,658.71,751.605,1294.9,1534.175,146.38
274.995,589.68,833.49,1077.3,1615.95,126.1575
254.15,603.98,888.03,1028.56,1360.45,165.945
308.76,770.24,1125.48,1381.12,1577,170.98
330.88,744.48,1195.68,1804.8,1654.4,189.88
435.675,847.8,1165.725,1774.1,2374.625,213.9125
364.76,928.48,1231.065,1956.44,1927.425,180.3075
402.3,849.3,1434.87,1841.64,2704.35,225.735
418.6,1064.7,1515.15,1674.4,2070.25,195.65
414.48,942,1554.3,1752.12,2378.55,226.08
554.61,1011.92,1693.02,1829.24,2116.275,218.925
529.97,853.58,1322.58,1688.4,2368.45,272.02
484.95,1061.4,1509.75,2049.6,1967.25,233.325
451.5,866.88,1544.13,1842.12,2257.5,200.9175
527.46,804.6,1461.69,1519.8,2436.15,259.26
414.54,970.2,1230.39,1534.68,2646,196.245
535.13,1024.91,1414.92,1687.02,2199.475,235.82
539.005,1048.34,1528.005,2215.36,2299.425,247.25
559.74,1090.02,1605.57,2297.88,2258.6,274.96
401.295,888.89,1294.5,1760.52,2286.95,220.065
348.985,697.97,1392.105,1702.74,1687.4,218.595
297.13,822.29,1005.405,1395.82,1744.775,164.1125
311.85,541.8,897.75,1209.6,1370.25,149.625
342.2,504.6,878.7,1287.6,1522.5,127.6
253.35,517.96,979.62,990.88,1365.275,147.7875
266.49,549.99,935.55,1213.38,1530.9,123.3225
266.11,532.22,834.21,1423.24,1270.75,130.065
361.88,630.8,1205.16,1328,1925.6,164.34
319.6,691.84,970.08,1729.6,2199.6,201.16
474.925,777.15,1095.075,1868.3,1942.875,200.175
455.95,986.51,1392.72,1856.96,2134.675,219.685
522.99,759.9,1515.33,1519.8,2391.45,227.97
518.7,910,1228.5,1583.4,2184,268.45
513.39,828.96,1271.7,1657.92,2402.1,216.66
428.12,1089.76,1620.045,1790.32,2359.525,277.305
534.66,1003.66,1252.23,1650.88,2720.2,225.12
425.475,860.1,1523.475,1683.6,2424.75,228.75
401.835,848.82,1435.77,1589.28,2031.75,196.4025
518.52,804.6,1341,2002.56,2525.55,250.32
476.28,758.52,1151.01,1816.92,1962.45,211.68
430.825,997.7,1251.66,2122.38,2426.225,219.9475
474.72,850.54,1528.005,2393.38,2200.525,244.7775
476.27,893.62,1738.14,2160.4,2725.05,287.235
457.39,819.85,1139.16,2071.2,1963.325,183.3875
383.5,743.99,1346.085,1825.46,2090.075,197.5025
328.225,635.72,1109.055,1492.56,1762.05,152.02
349.65,604.8,982.8,1423.8,1354.5,190.575
345.1,684.4,887.4,1299.2,1377.5,175.45
323.725,557.37,886.725,1362.46,1674.925,137.935
334.53,481.95,833.49,1236.06,1374.975,151.6725
310.96,520.26,986.7,1207.96,1659.45,168.935
292.16,644.08,1165.32,1367.84,1942.2,190.9
323.36,669.28,1364.88,1669.44,2049.2,227.48
384.65,832.1,1142.175,1805.5,1785.875,168.775
406.21,812.42,1305.675,1807.22,2196.85,182.38
388.89,1028.1,1314.18,2091.96,2436.15,270.435
550.55,1028.3,1283.1,1729,2707.25,236.6
475.71,904.32,1681.47,1620.24,2849.55,226.08
544.88,875.7,1240.575,2296.28,2554.125,277.305
539.35,956.76,1266.3,1819.72,2415.35,215.74
498.675,860.1,1523.475,2013,2699.25,199.0125
406.35,893.97,1300.32,1553.16,2257.5,246.0675
487.23,1037.04,1341,2056.2,1922.1,259.26
427.77,987.84,1336.23,1552.32,2182.95,218.295
421.755,888.86,1401.315,1759.58,2335.525,253.96
578.565,1117.57,1468.665,1997.78,2249.975,215.1075
505.73,1040.92,1384.62,2238.96,2847.8,235.68
366.775,785.33,1177.995,1777.78,2135.925,222.2225
452.53,882.05,1392.105,1764.1,1629.875,184.08
345.5,711.73,974.31,1492.56,1537.475,155.475
333.9,724.5,822.15,1474.2,1874.25,157.5
316.1,690.2,1052.7,1055.6,1624,127.6
273.055,658.71,988.065,1283.64,1534.175,128.0825
286.335,521.64,893.025,1043.28,1332.45,127.575
313.95,526.24,1076.4,1291.68,1764.1,143.52
298.8,584.32,1045.8,1314.72,1510.6,147.74
383.52,834.72,1150.56,1759.68,1974,203.04
357.175,753.6,1036.2,1648.5,1962.5,182.5125
410.355,878.74,1479.765,1658,2259.025,217.6125
514.05,974.46,1220.31,1573.44,2480.85,205.62
459.55,846.3,1337.7,2093,2684.5,241.15
489.84,847.8,1497.78,1902.84,2637.6,263.76
515.69,836.78,1371.93,1673.56,2262.225,223.79
515.9,1078.7,1407,1613.36,2837.45,225.12
398.025,1088.85,1550.925,1848.3,2516.25,253.9125
383.775,1065.54,1435.77,1643.46,2596.125,214.4625
451.47,822.48,1193.49,1537.68,2100.9,214.56
392.49,749.7,1389.15,1799.28,2469.6,207.27
426.29,870.72,1306.08,1995.4,2290.175,199.54
464.83,1008.78,1498.335,1879.1,2348.875,299.1725
535.19,1148.94,1340.43,1846.16,2872.35,233.225
509.17,768.07,1216.83,1605.18,2179.075,187.7025
425.685,759.33,1127.49,1503.32,1821.625,193.6675
411.145,642.63,891.39,1299.08,1589.3,196.935
296.1,674.1,973.35,1411.2,1811.25,162.225
258.1,539.4,922.2,1090.4,1377.5,137.75
273.055,658.71,971.175,1339.94,1632.7,154.825
257.985,635.04,884.52,1122.66,1431.675,163.0125
263.12,657.8,995.67,1148.16,1539.85,164.45
315.4,577.68,1075.68,1208.48,1560.4,199.2
454.96,736.96,1105.44,1519.04,2180.8,210.56
345.4,910.6,1071.525,1381.6,2237.25,184.475
364.76,779.26,1181.325,1608.26,2031.05,246.6275
384.42,911.88,1394.64,1895.28,2078.55,241.38
518.7,1028.3,1624.35,1929.2,2047.5,195.65
400.35,942,1639.08,1978.2,2449.2,263.76
447.58,904.89,1590.855,2315.74,2456.825,250.5475
454.93,1088.08,1322.58,1913.52,2251.2,274.365
402.6,988.2,1592.1,2013,2218.875,247.05
465.045,812.7,1449.315,1553.16,1986.6,264.1275
455.94,1045.98,1300.77,1948.92,2279.7,216.795
441,961.38,1494.99,1622.88,2249.1,207.27
480.71,807.23,1183.635,1541.9,1995.4,258.495
548.895,870.32,1513.17,2195.58,2868.1,259.6125
520.46,982,1708.68,1905.08,2479.55,284.78
435.815,1001.08,1268.61,1656.96,2481.125,258.9
329.81,736.32,1023.945,1779.44,1725.75,220.5125
307.495,836.11,1026.135,1395.82,1485.65,198.6625
296.1,648.9,945,1272.6,1512,162.225
330.6,516.2,1026.6,1276,1696.5,143.55
332.17,495.44,1004.955,1294.9,1674.925,130.8975
297.675,584.01,876.015,1236.06,1289.925,154.5075
331.89,645.84,1022.58,1028.56,1539.85,173.42
335.32,564.4,1035.84,1567.04,1593.6,172.64
391.04,782.08,1331.04,1534.08,1767.2,210.56
447.45,926.3,1401.225,1852.6,1962.5,192.325
451.805,969.93,1342.98,1674.58,2424.825,219.685
438.06,920.82,1582.38,1805.88,1922.1,250.32
482.3,1092,1501.5,2074.8,2024.75,273
485.13,1045.62,1384.74,1921.68,2025.3,221.37
413.525,1128.68,1357.335,1712.48,2213.575,240.8175
539.35,844.2,1519.56,1857.24,2345,206.36
439.2,786.9,1592.1,1830,2470.5,242.475
537.285,1002.33,1571.22,1824.06,2686.425,261.87
514.05,947.64,1488.51,1805.88,2056.2,227.97
454.23,934.92,1349.46,1993.32,2116.8,191.835
494.315,907,1523.76,1959.12,2721,217.68
558.785,850.54,1587.345,2294.48,2744.475,227.47
579.38,942.72,1487.73,1747.96,2234.05,225.86
418.555,785.33,1372.17,2019.42,1855.45,226.5375
464.035,859.04,1150.5,1487.98,1879.15,172.575
380.05,773.92,932.85,1202.34,1727.5,188.2975
